Player	Team	GP	Poss	Freq	PPP	PTS	FGM	FGA	FG%	eFG%	FT_Freq	TO_Freq	SF_Freq	And_One_Freq	Score_Freq	Percentile
Brandon Knight	PHX	52	147	12.9%	1.22	180	71	114	62.3	68.4	10.9%	13.6%	8.2%	2.0%	57.1%	76.7
George Hill	IND	68	176	21.0%	1.02	180	70	137	51.1	56.6	11.9%	11.9%	9.7%	1.7%	48.3%	31.8
Draymond Green	GSW	75	206	18.3%	0.87	179	67	123	54.5	57.7	15.0%	27.7%	13.6%	2.4%	44.2%	12.5
Thaddeus Young	BKN	73	189	16.1%	0.94	178	77	139	55.4	55.8	10.6%	16.4%	9.5%	0.5%	48.1%	20.0
CJ Miles	IND	59	147	20.9%	1.17	172	61	118	51.7	61.9	13.6%	9.5%	12.9%	3.4%	51.0%	64.5
DeMar DeRozan	TOR	74	138	7.9%	1.24	171	52	87	59.8	60.9	31.9%	12.3%	23.9%	7.2%	61.6%	79.0
DAngelo Russell	LAL	73	177	15.9%	0.96	170	67	132	50.8	57.2	8.5%	19.2%	8.5%	2.3%	43.5%	23.3
Luol Deng	MIA	67	127	15.6%	1.32	168	63	100	63.0	68.5	18.9%	7.1%	17.3%	4.7%	63.8%	87.0
Isaiah Canaan	PHI	74	157	18.6%	1.07	168	56	140	40.0	53.6	6.4%	4.5%	4.5%	0.0%	42.0%	41.5
Damian Lillard	POR	69	182	10.4%	0.92	168	58	132	43.9	52.3	9.3%	18.7%	7.1%	0.5%	40.7%	17.3
Shabazz Muhammad	MIN	76	146	18.9%	1.14	166	63	113	55.8	57.5	17.1%	9.6%	15.1%	4.1%	56.2%	57.5
Jimmy Butler	CHI	60	153	12.4%	1.08	166	53	102	52.0	53.9	24.2%	11.1%	20.9%	2.0%	56.9%	44.8
Matt Barnes	MEM	70	162	21.0%	1.01	164	62	124	50.0	56.5	11.1%	15.4%	9.3%	3.1%	45.7%	30.5
Chandler Parsons	DAL	61	125	15.5%	1.30	163	60	103	58.3	69.4	9.6%	8.8%	8.0%	0.8%	56.0%	84.8
Jordan Clarkson	LAL	72	182	15.1%	0.90	163	68	144	47.2	51.4	5.5%	15.9%	4.4%	0.5%	42.3%	15.0
Derrick Rose	CHI	63	182	14.7%	0.88	160	65	135	48.1	48.5	9.9%	17.0%	9.9%	1.1%	44.5%	13.8
Ben McLemore	SAC	61	143	27.6%	1.10	157	60	111	54.1	60.4	12.6%	11.9%	9.8%	2.1%	52.4%	48.5
Anthony Davis	NOP	61	115	8.1%	1.36	156	56	81	69.1	70.4	22.6%	9.6%	15.7%	2.6%	68.7%	92.8
Julius Randle	LAL	74	153	15.1%	1.01	155	60	101	59.4	59.9	14.4%	18.3%	13.7%	0.0%	52.3%	30.8
Langston Galloway	NYK	77	145	22.7%	1.06	154	56	114	49.1	53.9	15.9%	10.3%	15.2%	4.8%	48.3%	40.5
Kyrie Irving	CLE	49	126	12.9%	1.21	153	60	104	57.7	62.0	13.5%	8.7%	11.9%	4.8%	55.6%	74.2
Allen Crabbe	POR	75	131	17.9%	1.16	152	61	119	51.3	59.7	6.1%	5.3%	6.1%	2.3%	49.6%	62.3
Robert Covington	PHI	61	157	19.4%	0.96	151	49	121	40.5	51.7	10.8%	13.4%	9.6%	1.3%	40.8%	23.5
Ish Smith	PHI	44	161	19.6%	0.94	151	58	117	49.6	51.3	19.3%	13.7%	16.1%	5.6%	49.1%	18.8
Paul Millsap	ATL	76	142	10.6%	1.06	150	63	109	57.8	60.1	10.6%	14.1%	7.7%	1.4%	52.1%	38.6
Danilo Gallinari	DEN	53	96	9.9%	1.54	148	38	64	59.4	71.1	32.3%	3.1%	25.0%	2.1%	69.8%	97.5
Ricky Rubio	MIN	70	158	18.2%	0.93	147	47	87	54.0	55.7	19.6%	29.1%	14.6%	3.8%	44.9%	18.3
Rajon Rondo	SAC	71	222	19.9%	0.66	147	62	121	51.2	52.5	7.2%	38.7%	5.4%	0.5%	33.8%	3.3
Harrison Barnes	GSW	60	131	19.4%	1.11	146	55	104	52.9	59.6	11.5%	9.9%	11.5%	0.8%	51.9%	52.0
Hollis Thompson	PHI	72	133	18.2%	1.10	146	50	124	40.3	56.9	2.3%	5.3%	2.3%	0.8%	39.1%	48.3
JR Smith	CLE	72	134	15.3%	1.09	146	54	122	44.3	57.4	4.5%	3.7%	4.5%	0.0%	43.3%	47.0
Evan Turner	BOS	76	138	14.9%	1.06	146	60	92	65.2	66.8	10.1%	24.6%	8.7%	1.4%	52.2%	39.6
Louis Williams	LAL	67	138	14.2%	1.06	146	44	98	44.9	51.0	22.5%	10.1%	20.3%	3.6%	50.7%	39.6
Al Horford	ATL	77	113	10.0%	1.28	145	62	98	63.3	68.9	6.2%	8.0%	5.3%	0.9%	60.2%	82.8
Marcus Morris	DET	75	128	11.4%	1.13	145	50	97	51.5	58.8	15.6%	11.7%	10.2%	3.1%	51.6%	55.5
Derrick Williams	NYK	74	138	20.4%	1.05	145	45	84	53.6	55.4	28.3%	12.3%	26.8%	2.2%	55.8%	36.8
Jamal Crawford	LAC	75	129	11.7%	1.12	144	49	104	47.1	56.7	11.6%	10.9%	10.9%	3.1%	46.5%	52.3
Kenneth Faried	DEN	63	106	13.5%	1.35	143	60	81	74.1	74.1	18.9%	11.3%	18.9%	6.6%	67.0%	91.5
JJ Redick	LAC	70	116	11.7%	1.23	143	47	100	47.0	60.5	12.1%	3.4%	9.5%	1.7%	50.9%	78.0
Tobias Harris	ORL	49	118	17.4%	1.21	143	57	92	62.0	63.0	17.8%	10.2%	16.9%	5.9%	59.3%	73.5
Jerami Grant	PHI	71	126	16.5%	1.13	143	56	90	62.2	62.2	22.2%	11.9%	19.8%	5.6%	57.9%	56.3
Leandro Barbosa	GSW	63	116	27.7%	1.22	141	57	96	59.4	63.0	9.5%	8.6%	9.5%	0.9%	57.8%	74.5
Tony Allen	MEM	61	134	24.0%	1.04	140	60	103	58.3	58.3	12.7%	13.4%	11.9%	3.0%	54.5%	35.0
Eric Bledsoe	PHX	32	127	18.7%	1.09	138	51	92	55.4	61.4	13.4%	16.5%	11.0%	2.4%	51.2%	45.8
Patrick Beverley	HOU	65	129	19.5%	1.06	137	51	103	49.5	60.7	9.3%	12.4%	8.5%	2.3%	45.7%	40.3
Justise Winslow	MIA	72	136	23.9%	1.00	136	57	100	57.0	58.5	14.0%	16.2%	14.0%	4.4%	47.8%	27.4
Serge Ibaka	OKC	74	117	12.0%	1.15	135	54	97	55.7	61.3	10.3%	10.3%	10.3%	3.4%	52.1%	61.7
Luis Scola	TOR	72	94	13.8%	1.43	134	56	82	68.3	72.6	11.7%	4.3%	10.6%	3.2%	68.1%	95.5
Marco Belinelli	SAC	68	100	13.0%	1.34	134	42	84	50.0	64.3	15.0%	6.0%	12.0%	5.0%	52.0%	91.0
Jared Dudley	WAS	75	120	21.1%	1.11	133	45	98	45.9	60.7	8.3%	10.0%	5.8%	0.8%	43.3%	51.0
Stanley Johnson	DET	69	135	18.8%	0.99	133	50	105	47.6	51.0	16.3%	12.6%	14.1%	6.7%	45.2%	25.3
Emmanuel Mudiay	DEN	63	166	15.0%	0.80	133	48	118	40.7	41.9	14.5%	16.9%	13.3%	2.4%	39.8%	9.0
Eric Gordon	NOP	45	110	16.2%	1.20	132	44	92	47.8	59.2	13.6%	6.4%	10.9%	3.6%	50.0%	71.2
Dion Waiters	OKC	72	161	19.9%	0.82	132	46	107	43.0	46.3	16.1%	21.7%	13.7%	4.3%	39.1%	11.0
Elfrid Payton	ORL	67	138	15.3%	0.95	131	51	92	55.4	57.1	15.9%	21.0%	13.0%	3.6%	47.1%	21.0
Wesley Johnson	LAC	73	111	20.2%	1.17	130	50	93	53.8	61.8	11.7%	7.2%	10.8%	2.7%	54.1%	65.0
TJ Warren	PHX	47	118	23.5%	1.08	128	52	102	51.0	53.4	13.6%	5.1%	11.0%	5.1%	51.7%	44.5
Al Farouq Aminu	POR	76	146	17.6%	0.87	127	47	104	45.2	49.5	15.1%	17.1%	12.3%	3.4%	42.5%	13.0
Aaron Gordon	ORL	75	115	16.8%	1.10	126	45	78	57.7	59.6	23.5%	13.9%	20.0%	5.2%	54.8%	47.8
Alonzo Gee	NOP	70	105	31.1%	1.19	125	52	80	65.0	67.5	15.2%	13.3%	13.3%	4.8%	58.1%	68.4
Rodney Stuckey	IND	51	106	20.8%	1.18	125	46	80	57.5	57.5	19.8%	8.5%	16.0%	3.8%	59.4%	65.5
Mirza Teletovic	PHX	71	111	13.9%	1.13	125	42	97	43.3	58.2	7.2%	6.3%	6.3%	0.9%	43.2%	54.3
Arron Afflalo	NYK	66	114	13.0%	1.09	124	42	92	45.7	54.3	13.2%	7.9%	11.4%	2.6%	47.4%	46.5
Andre Iguodala	GSW	60	107	23.6%	1.15	123	51	76	67.1	68.4	15.0%	16.8%	12.1%	2.8%	57.9%	60.8
Carmelo Anthony	NYK	69	131	8.2%	0.94	123	45	107	42.1	53.7	3.8%	15.3%	2.3%	0.8%	37.4%	19.3
Kevin Love	CLE	72	109	9.3%	1.10	120	40	80	50.0	62.5	11.9%	14.7%	11.0%	0.0%	48.6%	49.0
Nicolas Batum	CHA	66	115	10.5%	1.04	120	51	82	62.2	68.9	4.3%	25.2%	3.5%	0.9%	47.8%	34.5
Archie Goodwin	PHX	50	108	20.3%	1.10	119	46	71	64.8	65.5	19.4%	16.7%	16.7%	1.9%	57.4%	49.5
Jrue Holiday	NOP	65	125	10.5%	0.95	119	44	89	49.4	57.9	9.6%	20.8%	8.8%	2.4%	41.6%	21.8
Jeremy Lin	CHA	71	117	12.8%	1.01	118	41	85	48.2	53.5	14.5%	12.8%	11.1%	0.0%	48.7%	30.0
Danny Green	SAS	73	126	20.5%	0.94	118	45	106	42.5	52.8	3.2%	12.7%	3.2%	0.0%	38.1%	18.5
Wesley Matthews	DAL	72	102	11.3%	1.15	117	38	88	43.2	55.1	13.7%	2.9%	11.8%	2.9%	48.0%	60.5
Thabo Sefolosha	ATL	69	114	24.8%	1.03	117	49	87	56.3	58.6	14.9%	14.0%	13.2%	5.3%	50.9%	32.8
Tony Parker	SAS	67	110	12.9%	1.05	116	45	80	56.3	56.3	16.4%	13.6%	13.6%	2.7%	53.6%	37.5
Jeff Green	MEM	53	97	14.1%	1.19	115	43	72	59.7	64.6	16.5%	14.4%	14.4%	5.2%	55.7%	67.3
Kelly Olynyk	BOS	63	85	13.4%	1.33	113	40	67	59.7	67.9	15.3%	9.4%	12.9%	3.5%	58.8%	88.0
Ersan Ilyasova	DET	52	89	14.5%	1.27	113	40	69	58.0	67.4	15.7%	7.9%	13.5%	1.1%	57.3%	82.0
Michael Carter-Williams	MIL	54	104	13.3%	1.09	113	43	69	62.3	63.0	18.3%	19.2%	15.4%	3.8%	55.8%	45.5
Doug McDermott	CHI	74	107	16.0%	1.05	112	44	95	46.3	54.2	6.5%	5.6%	6.5%	0.9%	45.8%	36.3
Nik Stauskas	PHI	68	113	18.3%	0.99	112	41	89	46.1	56.7	6.2%	16.8%	5.3%	0.9%	41.6%	26.3
Nerlens Noel	PHI	62	83	10.6%	1.34	111	49	63	77.8	77.8	14.5%	12.0%	13.3%	3.6%	67.5%	90.3
Terrence Ross	TOR	66	88	14.4%	1.26	111	38	71	53.5	65.5	13.6%	6.8%	10.2%	1.1%	55.7%	81.0
Ryan Anderson	NOP	66	93	8.3%	1.19	111	40	85	47.1	62.9	3.2%	6.5%	2.2%	1.1%	45.2%	69.8
Devin Harris	DAL	59	95	21.5%	1.14	108	36	71	50.7	53.5	27.4%	5.3%	22.1%	7.4%	56.8%	57.3
Mason Plumlee	POR	76	93	12.2%	1.14	106	36	54	66.7	66.7	26.9%	19.4%	24.7%	4.3%	60.2%	58.3
Karl-Anthony Towns	MIN	76	94	7.1%	1.13	106	41	60	68.3	69.2	17.0%	23.4%	14.9%	4.3%	55.3%	54.8
Gerald Green	MIA	63	107	16.9%	0.99	106	35	91	38.5	48.4	11.2%	6.5%	10.3%	2.8%	41.1%	26.0
Kyle Korver	ATL	75	94	13.8%	1.11	104	38	81	46.9	63.6	1.1%	13.8%	1.1%	1.1%	40.4%	50.5
Rodney Hood	UTA	73	85	7.8%	1.21	103	34	63	54.0	59.5	21.2%	5.9%	16.5%	2.4%	58.8%	73.3
Mario Chalmers	MEM	55	94	15.2%	1.10	103	31	62	50.0	55.6	24.5%	13.8%	14.9%	4.3%	52.1%	48.0
Blake Griffin	LAC	30	74	10.5%	1.35	100	34	44	77.3	78.4	27.0%	17.6%	21.6%	4.1%	67.6%	92.2
Enes Kanter	OKC	76	75	8.8%	1.33	100	37	55	67.3	67.3	24.0%	8.0%	24.0%	5.3%	68.0%	89.8
Courtney Lee	MEM	51	74	15.1%	1.32	98	39	66	59.1	69.7	8.1%	6.8%	6.8%	4.1%	56.8%	87.5
Kobe Bryant	LAL	59	106	9.2%	0.92	98	34	85	40.0	51.2	6.6%	14.2%	6.6%	0.9%	37.7%	17.5
Marcus Smart	BOS	55	107	17.1%	0.92	98	31	78	39.7	46.2	15.0%	15.9%	12.1%	3.7%	40.2%	16.5
Dante Cunningham	NOP	71	73	18.0%	1.33	97	40	57	70.2	73.7	15.1%	9.6%	16.4%	4.1%	64.4%	87.8
Toney Douglas	NOP	53	84	18.8%	1.14	96	35	68	51.5	59.6	10.7%	8.3%	10.7%	0.0%	52.4%	59.0
PJ Tucker	PHX	75	125	18.5%	0.77	96	33	88	37.5	38.6	18.4%	14.4%	16.8%	3.2%	39.2%	7.0
Deron Williams	DAL	62	101	10.5%	0.94	95	26	67	38.8	44.8	18.8%	15.8%	13.9%	1.0%	43.6%	19.5
Mike Conley	MEM	56	99	11.4%	0.95	94	32	73	43.8	48.6	16.2%	13.1%	11.1%	3.0%	45.5%	21.3
Terrence Jones	HOU	49	78	16.8%	1.19	93	40	64	62.5	64.1	12.8%	9.0%	12.8%	3.8%	59.0%	69.2
Andre Roberson	OKC	65	83	26.3%	1.12	93	38	68	55.9	58.1	14.5%	6.0%	13.3%	2.4%	56.6%	53.0
Wayne Ellington	BKN	70	91	16.0%	1.02	93	35	79	44.3	51.9	7.7%	6.6%	5.5%	1.1%	45.1%	31.5
Tim Hardaway Jr.	ATL	46	76	27.3%	1.21	92	31	58	53.4	60.3	15.8%	9.2%	13.2%	1.3%	55.3%	73.0
Dennis Schroder	ATL	75	93	9.5%	0.99	92	34	62	54.8	60.5	11.8%	23.7%	10.8%	2.2%	46.2%	25.5
Norris Cole	NOP	45	99	16.9%	0.93	92	37	81	45.7	48.8	9.1%	10.1%	6.1%	1.0%	44.4%	18.0
Maurice Harkless	POR	71	71	15.7%	1.28	91	39	55	70.9	74.5	12.7%	11.3%	11.3%	1.4%	63.4%	82.5
Austin Rivers	LAC	62	84	14.6%	1.08	91	34	64	53.1	57.8	16.7%	9.5%	14.3%	2.4%	54.8%	44.0
Cory Joseph	TOR	74	69	9.7%	1.30	90	34	51	66.7	69.6	17.4%	13.0%	11.6%	4.3%	62.3%	85.0
Gerald Henderson	POR	67	79	13.0%	1.13	89	29	56	51.8	58.9	21.5%	10.1%	19.0%	2.5%	54.4%	54.5
Jerryd Bayless	MIL	52	85	15.6%	1.05	89	27	66	40.9	54.5	11.8%	12.9%	10.6%	2.4%	41.2%	36.5
Andre Drummond	DET	76	86	6.1%	1.03	89	40	60	66.7	66.7	24.4%	12.8%	22.1%	7.0%	54.7%	33.3
Willie Cauley-Stein	SAC	59	67	17.6%	1.31	88	38	50	76.0	76.0	14.9%	9.0%	16.4%	0.0%	71.6%	85.8
Trey Burke	UTA	64	91	12.2%	0.97	88	34	74	45.9	50.7	9.9%	11.0%	6.6%	2.2%	45.1%	23.8
Marcus Thornton	HOU	47	92	18.4%	0.96	88	34	81	42.0	51.2	4.3%	8.7%	4.3%	1.1%	40.2%	22.5
Jahil Okafor	PHI	53	65	6.6%	1.34	87	40	56	71.4	71.4	9.2%	10.8%	9.2%	6.2%	64.6%	90.7
Jason Terry	HOU	65	73	18.6%	1.19	87	31	65	47.7	62.3	6.8%	8.2%	4.1%	4.1%	45.2%	68.8
Shaun Livingston	GSW	72	69	15.1%	1.23	85	38	55	69.1	69.1	11.6%	11.6%	11.6%	4.3%	62.3%	77.8
Mario Hezonja	ORL	70	73	15.1%	1.16	85	36	58	62.1	70.7	4.1%	17.8%	4.1%	1.4%	52.1%	62.5
Joe Johnson	BKN	57	84	10.9%	1.01	85	33	69	47.8	57.2	6.0%	13.1%	6.0%	1.2%	42.9%	30.3
Richard Jefferson	CLE	65	62	17.4%	1.35	84	29	47	61.7	72.3	17.7%	8.1%	14.5%	1.6%	61.3%	92.5
Cody Zeller	CHA	67	63	11.0%	1.33	84	31	44	70.5	70.5	28.6%	9.5%	22.2%	7.9%	68.3%	89.8
Marcin Gortat	WAS	70	70	7.6%	1.20	84	35	55	63.6	63.6	12.9%	8.6%	12.9%	0.0%	62.9%	71.2
Ty Lawson	HOU	53	86	21.2%	0.98	84	30	63	47.6	52.4	16.3%	14.0%	17.4%	4.7%	46.5%	24.5
Kevin Martin	MIN	39	67	15.4%	1.24	83	26	49	53.1	60.2	19.4%	9.0%	17.9%	1.5%	56.7%	78.8
Brandon Rush	GSW	63	72	24.3%	1.15	83	31	61	50.8	64.8	4.2%	11.1%	4.2%	0.0%	47.2%	61.3
LaMarcus Aldridge	SAS	69	59	4.9%	1.39	82	33	48	68.8	68.8	16.9%	6.8%	16.9%	5.1%	67.8%	94.0
Dirk Nowitzki	DAL	69	60	4.9%	1.37	82	30	54	55.6	75.9	0.0%	8.3%	0.0%	0.0%	50.0%	93.0
Mike Scott	ATL	66	67	15.7%	1.21	81	34	54	63.0	66.7	9.0%	11.9%	7.5%	1.5%	58.2%	72.5
Shane Larkin	BKN	72	85	13.7%	0.94	80	31	59	52.5	56.8	12.9%	21.2%	11.8%	3.5%	44.7%	19.8
Jerian Grant	NYK	70	75	16.4%	1.05	79	28	58	48.3	50.0	20.0%	6.7%	20.0%	4.0%	53.3%	37.0
Pau Gasol	CHI	67	64	5.3%	1.22	78	31	51	60.8	63.7	12.5%	10.9%	12.5%	3.1%	57.8%	75.0
Donald Sloan	BKN	56	72	16.8%	1.08	78	29	48	60.4	63.5	19.4%	15.3%	18.1%	1.4%	54.2%	44.0
J.J. Barea	DAL	70	73	9.1%	1.05	77	30	58	51.7	56.9	11.0%	9.6%	12.3%	1.4%	49.3%	37.8
Kristaps Porzingis	NYK	72	80	7.2%	0.95	76	29	64	45.3	51.6	10.0%	11.3%	8.8%	1.3%	45.0%	21.5
ETwaun Moore	CHI	57	81	18.6%	0.94	76	31	65	47.7	54.6	8.6%	13.6%	7.4%	2.5%	42.0%	19.0
Jonathan Simmons	SAS	51	58	19.5%	1.29	75	29	41	70.7	72.0	25.9%	13.8%	19.0%	10.3%	63.8%	83.8
Ronnie Price	PHX	55	57	17.2%	1.30	74	25	41	61.0	74.4	15.8%	12.3%	10.5%	0.0%	56.1%	84.3
Jeremy Lamb	CHA	61	71	12.5%	1.04	74	29	53	54.7	62.3	12.7%	15.5%	11.3%	2.8%	47.9%	34.0
Raymond Felton	DAL	74	74	9.3%	1.00	74	24	53	45.3	48.1	18.9%	12.2%	13.5%	2.7%	48.6%	27.4
Gorgui Dieng	MIN	76	52	6.8%	1.40	73	30	41	73.2	74.4	19.2%	9.6%	19.2%	7.7%	69.2%	94.7
Brandon Bass	LAL	66	52	12.1%	1.40	73	31	39	79.5	79.5	17.3%	13.5%	17.3%	5.8%	71.2%	94.7
Lance Thomas	NYK	59	64	13.1%	1.14	73	27	51	52.9	58.8	14.1%	10.9%	10.9%	4.7%	51.6%	58.5
Raul Neto	UTA	75	73	13.8%	1.00	73	32	56	57.1	59.8	5.5%	20.5%	5.5%	2.7%	46.6%	27.4
Amir Johnson	BOS	73	56	10.5%	1.29	72	29	38	76.3	76.3	19.6%	12.5%	17.9%	0.0%	66.1%	83.2
Greg Monroe	MIL	74	59	5.2%	1.22	72	30	47	63.8	63.8	15.3%	10.2%	16.9%	6.8%	59.3%	75.3
Patty Mills	SAS	74	90	14.0%	0.80	72	29	76	38.2	43.4	4.4%	11.1%	1.1%	0.0%	36.7%	8.5
DeAndre Jordan	LAC	72	60	7.2%	1.18	71	31	41	75.6	75.6	21.7%	15.0%	16.7%	5.0%	61.7%	66.8
Iman Shumpert	CLE	51	59	16.1%	1.19	70	28	44	63.6	71.6	8.5%	16.9%	3.4%	0.0%	55.9%	67.5
Marvin Williams	CHA	74	62	7.8%	1.13	70	25	53	47.2	56.6	9.7%	4.8%	6.5%	0.0%	50.0%	55.0
DeMarre Carroll	TOR	23	66	21.6%	1.06	70	26	56	46.4	54.5	12.1%	4.5%	9.1%	1.5%	50.0%	40.0
OJ Mayo	MIL	41	73	17.8%	0.96	70	25	57	43.9	56.1	4.1%	17.8%	4.1%	0.0%	38.4%	23.0
Alec Burks	UTA	28	66	15.2%	1.05	69	23	46	50.0	53.3	22.7%	13.6%	12.1%	6.1%	51.5%	35.3
Clint Capela	HOU	70	65	12.8%	1.05	68	29	45	64.4	64.4	21.5%	9.2%	18.5%	0.0%	60.0%	35.8
Jon Leuer	PHX	63	59	10.8%	1.14	67	27	46	58.7	59.8	13.6%	11.9%	13.6%	3.4%	55.9%	56.8
Tyreke Evans	NOP	25	62	14.6%	1.06	66	26	38	68.4	71.1	11.3%	25.8%	12.9%	0.0%	53.2%	41.0
Nikola Vucevic	ORL	60	58	5.1%	1.12	65	30	50	60.0	60.0	8.6%	6.9%	8.6%	1.7%	58.6%	53.3
