Player	Team	GP	Poss	Freq	PPP	PTS	FGM	FGA	FG%	eFG%	FT_Freq	TO_Freq	SF_Freq	And_One_Freq	Score_Freq	Percentile
Harrison Barnes	GSW	60	192	28.4%	1.05	201	70	180	38.9	52.2	4.7%	1.6%	3.6%	0.0%	41.1%	73.8
Danilo Gallinari	DEN	53	206	21.3%	0.96	198	63	180	35.0	46.4	8.7%	3.9%	8.3%	0.0%	38.8%	54.8
Eric Gordon	NOP	45	187	27.6%	1.06	198	67	177	37.9	52.8	3.7%	3.2%	2.1%	1.6%	38.0%	76.1
Kevin Durant	OKC	68	182	10.6%	1.09	198	64	162	39.5	54.6	6.6%	4.9%	6.0%	0.5%	41.2%	80.5
Joe Johnson	BKN	57	182	23.6%	1.08	196	69	167	41.3	56.3	2.7%	6.0%	2.2%	0.5%	40.1%	79.5
Darren Collison	SAC	71	179	19.0%	1.09	195	71	166	42.8	55.1	3.9%	4.5%	3.9%	1.1%	42.5%	81.0
Anthony Tolliver	DET	65	185	54.1%	1.05	194	65	176	36.9	53.4	1.1%	3.8%	1.1%	0.0%	36.2%	74.5
Raul Neto	UTA	75	175	33.0%	1.10	193	68	161	42.2	57.5	3.4%	5.7%	3.4%	1.1%	41.1%	83.4
Meyers Leonard	POR	61	188	35.4%	1.01	189	66	173	38.2	54.3	0.5%	7.4%	0.5%	0.0%	35.6%	64.4
Patty Mills	SAS	74	160	24.8%	1.17	187	62	152	40.8	58.9	3.1%	3.1%	2.5%	1.3%	40.6%	91.3
DeMar DeRozan	TOR	74	186	10.6%	1.01	187	63	157	40.1	50.3	9.7%	7.5%	9.7%	1.6%	41.9%	64.7
Luis Scola	TOR	72	194	28.5%	0.96	187	67	183	36.6	49.7	2.1%	3.6%	2.1%	0.0%	36.1%	55.8
Richard Jefferson	CLE	65	171	47.9%	1.09	186	65	150	43.3	58.3	5.8%	7.6%	5.3%	1.2%	41.5%	80.3
George Hill	IND	69	164	19.3%	1.13	186	60	155	38.7	56.8	3.7%	1.8%	3.7%	0.0%	40.2%	86.5
Carmelo Anthony	NYK	69	186	11.6%	0.99	185	67	177	37.9	50.3	2.7%	2.7%	2.2%	0.5%	37.6%	61.8
Monta Ellis	IND	76	183	14.6%	1.01	185	65	166	39.2	50.9	5.5%	4.9%	4.4%	1.1%	39.9%	65.4
Jabari Parker	MIL	70	219	22.1%	0.84	185	85	201	42.3	43.5	3.7%	5.9%	3.7%	1.4%	40.6%	30.3
Kyle Korver	ATL	75	161	23.6%	1.14	183	67	148	45.3	61.5	1.2%	7.5%	1.2%	0.6%	42.2%	86.8
Wayne Ellington	BKN	70	176	31.0%	1.03	182	65	168	38.7	53.6	0.6%	4.0%	0.0%	0.0%	37.5%	70.2
Garrett Temple	WAS	72	192	33.3%	0.94	181	62	181	34.3	48.3	1.6%	4.2%	0.5%	0.0%	33.9%	51.4
Joe Ingles	UTA	71	144	43.9%	1.24	179	62	132	47.0	67.4	0.7%	8.3%	0.7%	0.7%	43.1%	95.4
Ricky Rubio	MIN	70	197	22.7%	0.90	178	57	173	32.9	46.8	4.1%	7.6%	4.1%	0.0%	33.0%	42.5
Trey Burke	UTA	64	180	24.1%	0.99	178	63	177	35.6	50.3	0.6%	1.1%	0.6%	0.0%	35.0%	60.6
Anthony Davis	NOP	61	186	13.0%	0.95	177	73	169	43.2	47.3	8.6%	4.3%	9.1%	4.3%	43.5%	53.6
Matthew Dellavedova	CLE	70	140	23.0%	1.26	177	61	135	45.2	63.3	2.9%	1.4%	2.9%	0.7%	45.7%	96.4
Darrell Arthur	DEN	69	172	30.2%	1.02	176	72	159	45.3	53.8	1.7%	5.8%	1.7%	0.0%	43.6%	68.3
Jason Terry	HOU	65	177	45.0%	0.99	176	61	169	36.1	50.9	1.1%	3.4%	1.1%	0.0%	35.6%	61.5
Giannis Antetokounmpo	MIL	74	219	17.1%	0.80	176	69	189	36.5	40.2	7.3%	6.8%	6.8%	0.5%	37.9%	24.5
Corey Brewer	HOU	76	210	32.2%	0.83	175	62	197	31.5	41.1	3.3%	2.9%	2.9%	0.0%	32.9%	27.8
Jeff Teague	ATL	74	131	10.5%	1.33	174	61	116	52.6	72.0	3.1%	8.4%	3.1%	0.0%	49.6%	97.8
DAngelo Russell	LAL	73	170	15.2%	1.02	174	60	162	37.0	52.8	1.8%	3.5%	1.2%	0.6%	36.5%	68.5
Brandon Knight	PHX	52	160	14.0%	1.09	174	62	147	42.2	56.1	4.4%	5.0%	3.8%	1.3%	41.3%	80.0
PJ Hairston	CHA	46	167	52.5%	1.04	174	60	155	38.7	53.2	4.2%	4.2%	4.2%	1.2%	38.9%	72.4
Trey Lyles	UTA	71	192	41.3%	0.90	172	68	169	40.2	47.9	4.7%	8.9%	4.7%	1.6%	38.5%	41.1
Kelly Olynyk	BOS	63	160	25.2%	1.07	171	60	141	42.6	56.7	4.4%	8.1%	3.1%	0.6%	41.3%	78.1
J.J. Barea	DAL	70	138	17.3%	1.23	170	64	133	48.1	63.9	0.0%	3.6%	0.0%	0.0%	46.4%	94.7
Jeremy Lin	CHA	71	201	22.0%	0.85	170	53	159	33.3	42.8	10.4%	10.9%	7.5%	0.5%	35.8%	31.0
Deron Williams	DAL	62	161	16.7%	1.04	168	60	146	41.1	54.5	3.7%	5.6%	3.7%	0.6%	40.4%	73.0
Raymond Felton	DAL	74	183	23.1%	0.91	167	61	166	36.7	47.3	4.4%	5.5%	2.7%	0.5%	37.2%	45.7
Goran Dragic	MIA	65	166	16.4%	1.00	166	60	146	41.1	53.8	4.2%	7.8%	3.6%	0.0%	40.4%	63.5
Langston Galloway	NYK	77	175	27.4%	0.95	166	58	172	33.7	46.8	1.7%	0.6%	1.7%	0.6%	34.3%	52.9
Jose Calderon	NYK	72	128	23.0%	1.29	165	56	123	45.5	67.1	0.0%	3.9%	0.0%	0.0%	43.8%	97.1
Manu Ginobili	SAS	54	142	26.0%	1.16	165	54	123	43.9	61.8	5.6%	9.2%	5.6%	1.4%	42.3%	90.4
Zach LaVine	MIN	76	145	13.1%	1.13	164	60	120	50.0	64.2	4.1%	13.8%	4.1%	0.7%	44.8%	86.1
Jordan Clarkson	LAL	72	148	12.3%	1.11	164	57	138	41.3	56.5	4.1%	4.1%	4.1%	1.4%	41.2%	84.9
Damian Lillard	POR	69	142	8.1%	1.14	162	54	131	41.2	58.0	4.2%	4.2%	4.2%	0.7%	41.5%	88.0
Anthony Morrow	OKC	58	150	47.6%	1.07	161	59	147	40.1	54.1	1.3%	2.0%	1.3%	1.3%	39.3%	78.8
Dante Cunningham	NOP	71	184	45.3%	0.86	158	57	173	32.9	44.2	2.7%	3.3%	2.7%	0.0%	33.2%	34.6
Jared Sullinger	BOS	75	189	20.3%	0.83	156	69	177	39.0	42.9	2.1%	4.2%	1.6%	0.0%	38.6%	27.2
LaMarcus Aldridge	SAS	69	184	15.4%	0.84	155	70	170	41.2	41.2	4.9%	4.3%	4.9%	1.6%	41.3%	29.6
Jerami Grant	PHI	72	193	24.4%	0.80	154	54	163	33.1	41.4	7.8%	7.8%	6.7%	0.5%	34.2%	23.1
Stanley Johnson	DET	69	189	26.3%	0.81	154	56	166	33.7	45.2	1.6%	10.6%	1.6%	0.0%	31.2%	26.2
Aaron Gordon	ORL	75	174	25.4%	0.86	149	52	154	33.8	42.2	8.0%	5.7%	7.5%	2.3%	35.6%	33.4
Karl-Anthony Towns	MIN	76	136	10.3%	1.10	149	65	126	51.6	56.7	3.7%	5.1%	2.9%	1.5%	49.3%	82.5
Rajon Rondo	SAC	71	172	15.4%	0.87	149	55	161	34.2	46.3	0.0%	5.8%	0.6%	0.0%	32.0%	36.3
Andrew Wiggins	MIN	75	160	10.0%	0.93	148	52	135	38.5	48.1	10.0%	8.1%	8.8%	2.5%	38.1%	48.6
Frank Kaminsky	CHA	73	188	32.2%	0.79	148	48	160	30.0	39.4	7.4%	8.0%	6.9%	0.5%	32.4%	21.4
Courtney Lee	MEM	51	147	30.0%	0.98	144	53	136	39.0	49.3	4.8%	4.1%	4.8%	1.4%	39.5%	58.7
Reggie Jackson	DET	75	121	8.1%	1.18	143	51	117	43.6	58.5	3.3%	1.7%	3.3%	1.7%	43.8%	92.5
Gerald Henderson	POR	67	137	22.5%	1.04	143	52	126	41.3	53.2	4.4%	4.4%	4.4%	0.7%	41.6%	73.3
Nikola Vucevic	ORL	60	151	13.4%	0.94	142	69	144	47.9	48.3	2.0%	3.3%	2.0%	0.7%	47.0%	51.0
Thabo Sefolosha	ATL	69	135	29.3%	1.04	140	49	120	40.8	54.2	5.2%	6.7%	4.4%	0.7%	40.7%	71.2
Paul Pierce	LAC	64	175	39.9%	0.79	139	49	153	32.0	42.2	4.0%	8.6%	3.4%	0.0%	32.0%	22.1
Jason Smith	ORL	69	145	26.6%	0.95	138	63	137	46.0	46.7	4.8%	1.4%	4.1%	0.7%	47.6%	53.8
Bradley Beal	WAS	51	119	13.1%	1.16	138	49	110	44.5	59.1	4.2%	4.2%	4.2%	0.8%	44.5%	89.9
ETwaun Moore	CHI	57	121	27.8%	1.14	138	52	114	45.6	59.2	1.7%	5.0%	1.7%	0.8%	43.8%	87.7
Elfrid Payton	ORL	67	166	18.4%	0.83	137	56	151	37.1	45.0	1.8%	8.4%	1.8%	1.2%	33.7%	26.9
Kobe Bryant	LAL	59	148	12.8%	0.93	137	47	139	33.8	45.7	4.1%	2.7%	3.4%	0.7%	35.1%	48.8
Derrick Williams	NYK	74	141	20.9%	0.95	134	47	126	37.3	48.0	7.1%	5.0%	6.4%	1.4%	38.3%	53.4
Nicolas Batum	CHA	66	143	13.0%	0.94	134	47	132	35.6	48.9	2.1%	5.6%	2.1%	0.0%	35.0%	49.8
Shabazz Muhammad	MIN	76	164	21.2%	0.80	131	47	150	31.3	41.7	3.0%	5.5%	2.4%	0.0%	30.5%	23.3
Iman Shumpert	CLE	51	155	42.2%	0.85	131	42	139	30.2	42.4	5.8%	5.8%	5.2%	1.3%	31.6%	30.8
Tobias Harris	ORL	49	146	21.5%	0.89	130	45	141	31.9	44.3	2.7%	1.4%	2.7%	0.7%	32.9%	39.7
Dennis Schroder	ATL	75	118	12.0%	1.10	130	43	108	39.8	55.6	5.1%	3.4%	2.5%	0.0%	41.5%	82.9
Jimmy Butler	CHI	60	133	10.8%	0.97	129	39	116	33.6	41.8	15.0%	1.5%	14.3%	3.8%	40.6%	56.7
Josh Richardson	MIA	43	108	40.1%	1.18	127	43	103	41.7	59.7	3.7%	1.9%	3.7%	0.9%	42.6%	92.1
Justise Winslow	MIA	72	169	29.6%	0.75	127	47	144	32.6	41.7	3.0%	12.4%	3.0%	0.6%	29.6%	18.0
Andre Iguodala	GSW	60	125	27.5%	1.02	127	43	115	37.4	53.5	3.2%	5.6%	2.4%	0.8%	36.8%	66.6
Marco Belinelli	SAC	68	156	20.3%	0.81	127	42	143	29.4	40.6	3.2%	5.1%	2.6%	0.0%	30.1%	26.0
Brandon Rush	GSW	63	126	42.6%	1.00	126	45	117	38.5	52.6	1.6%	5.6%	1.6%	0.0%	37.3%	63.5
TJ Warren	PHX	47	112	22.3%	1.12	125	51	103	49.5	58.7	3.6%	6.3%	3.6%	1.8%	47.3%	85.1
Jonas Jerebko	BOS	70	126	37.0%	0.98	124	44	111	39.6	53.2	3.2%	8.7%	3.2%	0.0%	38.1%	59.4
Devin Harris	DAL	59	124	28.1%	1.00	124	41	111	36.9	51.8	5.6%	5.6%	4.8%	0.8%	37.9%	63.5
Austin Rivers	LAC	62	116	20.1%	1.06	123	43	109	39.4	56.4	0.9%	5.2%	0.9%	0.0%	37.1%	76.9
Marcus Smart	BOS	55	154	24.6%	0.79	121	39	141	27.7	37.6	5.8%	3.2%	5.8%	0.6%	30.5%	21.2
Marcus Thornton	HOU	47	133	26.6%	0.91	121	43	129	33.3	46.9	0.0%	3.0%	0.0%	0.0%	32.3%	44.7
Ramon Sessions	WAS	76	137	18.6%	0.88	120	39	111	35.1	44.1	13.1%	8.0%	12.4%	2.2%	38.0%	37.3
Ben McLemore	SAC	61	145	28.0%	0.82	119	35	113	31.0	43.8	9.0%	15.2%	8.3%	2.1%	31.0%	26.7
Nick Young	LAL	54	124	28.9%	0.94	117	36	114	31.6	44.7	5.6%	3.2%	5.6%	0.8%	33.9%	51.9
Louis Williams	LAL	67	100	10.3%	1.17	117	36	91	39.6	54.9	9.0%	1.0%	9.0%	1.0%	43.0%	91.8
Mike Conley	MEM	56	109	12.5%	1.06	116	40	105	38.1	53.3	1.8%	1.8%	0.9%	0.0%	38.5%	77.4
Mike Scott	ATL	66	117	27.5%	0.99	116	41	109	37.6	52.3	2.6%	4.3%	1.7%	0.0%	36.8%	61.1
Luke Babbitt	NOP	36	112	46.3%	1.04	116	44	101	43.6	53.5	5.4%	5.4%	4.5%	0.9%	43.8%	70.9
Emmanuel Mudiay	DEN	63	158	14.2%	0.72	114	40	140	28.6	37.5	6.3%	7.0%	6.3%	1.9%	29.1%	15.6
Maurice Harkless	POR	71	132	29.2%	0.86	113	37	115	32.2	42.2	8.3%	6.8%	8.3%	2.3%	34.1%	33.2
Russell Westbrook	OKC	76	135	6.9%	0.84	113	41	111	36.9	46.8	4.4%	14.1%	3.7%	0.7%	34.1%	29.1
LeBron James	CLE	72	117	6.6%	0.95	111	39	105	37.1	47.1	9.4%	5.1%	7.7%	4.3%	37.6%	53.1
Cory Joseph	TOR	74	133	18.8%	0.83	111	40	120	33.3	41.7	7.5%	4.5%	6.0%	2.3%	35.3%	28.6
Devin Booker	PHX	69	122	12.2%	0.91	111	36	110	32.7	45.5	4.9%	4.9%	4.1%	0.0%	34.4%	45.0
Tony Snell	CHI	60	129	33.3%	0.85	110	40	119	33.6	46.2	0.0%	7.8%	0.0%	0.0%	31.0%	32.9
Mario Hezonja	ORL	70	126	26.0%	0.87	109	38	111	34.2	48.6	0.8%	11.9%	0.8%	0.8%	30.2%	36.1
Vince Carter	MEM	54	103	29.4%	1.05	108	37	99	37.4	52.0	1.9%	1.9%	1.0%	0.0%	37.9%	74.3
Tony Parker	SAS	67	101	11.8%	1.06	107	41	87	47.1	59.8	3.0%	11.9%	3.0%	1.0%	42.6%	76.4
DeMarre Carroll	TOR	23	100	32.7%	1.07	107	38	93	40.9	56.5	2.0%	5.0%	2.0%	0.0%	39.0%	78.6
Dwyane Wade	MIA	68	106	7.3%	1.00	106	41	92	44.6	47.3	12.3%	3.8%	11.3%	2.8%	48.1%	63.5
Randy Foye	DEN	54	122	30.0%	0.87	106	37	117	31.6	44.0	1.6%	3.3%	1.6%	0.8%	31.1%	36.8
Tobias Harris	DET	22	97	28.5%	1.09	106	37	87	42.5	53.4	8.2%	3.1%	7.2%	1.0%	45.4%	81.5
Ronnie Price	PHX	55	107	32.2%	0.97	104	35	100	35.0	50.0	1.9%	4.7%	1.9%	0.0%	34.6%	57.7
Brook Lopez	BKN	73	128	8.5%	0.80	103	44	107	41.1	41.6	8.6%	9.4%	7.8%	1.6%	40.6%	24.8
Alec Burks	UTA	28	90	20.8%	1.13	102	31	71	43.7	54.9	17.8%	5.6%	15.6%	2.2%	50.0%	86.3
OJ Mayo	MIL	41	108	26.3%	0.94	102	35	102	34.3	49.0	0.9%	4.6%	0.9%	0.0%	33.3%	52.2
Jon Leuer	PHX	63	128	23.5%	0.80	102	40	114	35.1	43.0	3.9%	7.8%	3.9%	0.8%	33.6%	22.8
Sasha Vujacic	NYK	52	104	37.3%	0.97	101	35	93	37.6	51.1	3.8%	8.7%	3.8%	1.9%	35.6%	57.3
Ish Smith	PHI	45	105	12.6%	0.96	101	42	97	43.3	49.5	2.9%	4.8%	1.9%	0.0%	42.9%	55.3
Jeremy Lamb	CHA	61	104	18.3%	0.97	101	40	100	40.0	50.0	1.0%	3.8%	1.0%	1.0%	38.5%	57.3
Marreese Speights	GSW	65	104	19.8%	0.96	100	43	97	44.3	48.5	4.8%	4.8%	4.8%	2.9%	43.3%	55.0
Tony Allen	MEM	61	132	23.6%	0.75	99	38	114	33.3	39.0	6.8%	7.6%	6.8%	0.8%	32.6%	17.2
Boris Diaw	SAS	74	100	20.1%	0.98	98	37	82	45.1	56.1	4.0%	14.0%	3.0%	0.0%	40.0%	58.9
Michael Carter-Williams	MIL	54	115	14.7%	0.85	98	38	99	38.4	43.4	7.0%	7.8%	6.1%	0.9%	39.1%	32.7
Terrence Jones	HOU	49	109	23.5%	0.89	97	35	95	36.8	46.3	8.3%	6.4%	8.3%	1.8%	38.5%	39.2
Kyle Anderson	SAS	66	100	29.0%	0.97	97	36	83	43.4	49.4	11.0%	9.0%	9.0%	3.0%	43.0%	57.0
Kyrie Irving	CLE	49	106	10.8%	0.92	97	36	102	35.3	45.6	1.9%	1.9%	1.9%	0.0%	35.8%	46.2
Mario Chalmers	MEM	55	104	16.8%	0.92	96	31	92	33.7	46.2	7.7%	5.8%	6.7%	2.9%	34.6%	48.2
Toney Douglas	NOP	53	87	19.5%	1.10	96	33	79	41.8	57.0	9.2%	4.6%	9.2%	4.6%	40.2%	84.1
Evan Turner	BOS	76	130	14.1%	0.72	94	36	117	30.8	36.3	5.4%	5.4%	5.4%	0.8%	32.3%	15.9
Ty Lawson	HOU	53	102	25.1%	0.92	94	31	86	36.0	46.5	8.8%	8.8%	7.8%	2.0%	36.3%	47.6
Gorgui Dieng	MIN	76	108	14.2%	0.87	94	42	91	46.2	47.8	3.7%	12.0%	3.7%	0.0%	42.6%	37.0
Tayshaun Prince	MIN	71	111	43.9%	0.85	94	46	108	42.6	42.6	0.9%	1.8%	0.9%	0.0%	42.3%	32.0
Jeff Green	MEM	53	123	17.9%	0.76	94	33	112	29.5	38.8	4.9%	4.9%	4.9%	0.8%	30.1%	18.5
Charlie Villanueva	DAL	54	131	37.4%	0.71	93	34	121	28.1	36.4	1.5%	6.1%	1.5%	0.0%	27.5%	14.7
Chris Paul	LAC	69	83	6.1%	1.12	93	33	79	41.8	57.0	3.6%	3.6%	2.4%	2.4%	41.0%	85.3
Jonathan Simmons	SAS	51	88	29.5%	1.05	92	30	67	44.8	56.7	10.2%	14.8%	9.1%	1.1%	43.2%	73.6
